Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,169.83306969128037,173.25385358247513,159.88732291988225,154.60593084050836,162.4951497402485,24452520
2022-01-02,159.0119339839164,174.31239433837513,159.75591837121175,151.75237752691194,170.4430962618622,23615869
2022-01-03,160.47852245498953,171.61075864538975,149.66096150164242,150.15838426662592,154.0503746819732,26226725
2022-01-04,163.59234255304452,179.27947426500597,150.69631342235436,157.76782307903193,157.07417209598322,10371119
2022-01-05,165.89185541485293,174.91409697098845,155.7577703918311,166.19751822433724,158.66800332951638,20295568
2022-01-06,152.9178891413249,176.83580113528248,156.37524293394162,168.34788868684026,153.62794351273521,25347554
2022-01-07,161.7186958920804,170.4717107829231,158.5283630502624,152.45386886032202,158.75336612514292,13625542
2022-01-08,151.9082783268441,176.44039581569223,145.26877011950546,154.8269966630072,156.21808337481903,17284951
2022-01-09,152.76312500819768,174.97081034659348,153.0083078154434,159.7541686706625,160.76345953231197,28255531
2022-01-10,160.6909959845851,178.1549450325892,150.114020597253,154.7057706144495,154.00934215675076,14989389
2022-01-11,168.7163849685936,170.52451998171043,157.70616557695874,160.6274779708115,166.68723870164084,16194937
2022-01-12,156.16604885557348,177.8066691485417,158.35958121609534,168.08202153884616,159.72292065983694,19545462
2022-01-13,152.72875045602873,178.8332828878267,157.22282177034114,162.29478589212488,150.047442883871,14583378
2022-01-14,151.97881276588433,177.67493764699398,152.46915060872504,172.10323660930177,167.92714573337247,26931100
2022-01-15,157.83970852827244,173.55488096479775,159.81359874141762,152.45924104710232,162.086495418665,26278197
2022-01-16,169.14336511432268,173.39202989791033,155.27847901201773,165.99474276838686,166.71923465845222,17606607
2022-01-17,162.50049281632852,174.08467299220766,149.78056764908715,156.78571374566116,162.9719433240542,20244542
2022-01-18,154.520646020973,172.13923797577806,154.61465841388178,167.37990523064383,166.38981596625018,17322807
2022-01-19,151.72465682919665,173.45359405914925,147.16934740543678,151.1616150097131,155.00989143980343,10978561
2022-01-20,159.37297534827792,177.1105873437047,146.35476139847492,155.3176925293026,169.09640534152328,23504195
2022-01-21,152.3525707463435,174.20030546836958,147.38259911946807,168.14028017341178,169.56481148703855,14117973
2022-01-22,153.05267403527708,179.6250782952586,148.73383415634555,174.89431987655763,172.26910855235639,11787679
2022-01-23,156.38890138000596,179.3786553634556,152.87171881316658,172.06086332171913,162.5494539378029,12355194
2022-01-24,157.31983164660338,173.5971028984121,156.52141248999905,150.89923842610173,171.5739304635462,27208636
2022-01-25,156.80849540679543,171.76487114164817,153.53141848387514,168.99884966018664,159.7112879942407,10447934
2022-01-26,162.2466324280965,170.60005633479875,156.82546336822847,170.1286369726641,171.0575847982754,28906348
2022-01-27,164.86820074107467,172.12416348337987,151.14178218480956,154.56993734946704,171.03816407243735,24964580
2022-01-28,165.16649162551698,173.17043739515736,145.55618821125637,151.52931768222996,170.23821007728296,26857389
2022-01-29,158.1736496705994,170.0463471988931,151.62521247373923,173.2221188343482,153.90379138501575,27413473
2022-01-30,162.31382033554414,176.8050748031601,152.18526290894346,155.28755036993914,172.12716044112892,22092358
2022-01-31,166.48677354243122,176.1502966984398,148.78263289767895,163.50313828746857,170.07047138948323,10126663
2022-02-01,156.5054506980443,173.05659411232085,155.87855908606898,159.4023750795561,171.95641757482423,21620190
2022-02-02,158.19575371039116,170.13959665865383,145.68165583678902,166.11068883341335,157.83307226949847,21890841
2022-02-03,167.23897091134194,179.3642490709824,147.12266863057124,161.46211543836228,158.4834486720988,12752576
2022-02-04,166.6638907104721,171.94338430542646,146.82648297112442,170.861208575435,161.53931702176348,21551884
2022-02-05,157.15197339415027,176.93215276135197,159.77227762152387,169.1031179090995,156.73767002023354,13975420
2022-02-06,161.97259030655434,177.48488367276846,159.7534881542332,156.54261417241688,166.45303740097265,18513312
2022-02-07,150.46460595264102,172.09457844288093,158.81731549563025,172.0307995540964,169.68325455769536,18677735
2022-02-08,153.4186025590383,173.37362297350612,157.36127831409314,167.2844516810577,161.25606676939563,15725417
2022-02-09,152.31245569684808,179.9772623467846,146.365584408853,154.34876204709994,171.1712892391329,18782178
2022-02-10,169.10692498500694,178.8955066582518,155.03851353099407,158.77655457940122,165.93026839315036,28312120
2022-02-11,163.0222532215935,175.29556569127996,159.39503250132273,167.45226893387664,152.66423934981717,29668746
2022-02-12,163.46642261102636,178.5495582664592,156.0466673601087,168.39183190462572,174.13362863595054,21819897
2022-02-13,169.69919779691958,176.6668472262503,147.44309533194533,172.58164065186384,160.53529340791775,29762180
2022-02-14,157.57159598968238,172.90666881994937,145.00380057247355,173.46307344970216,150.4077441982744,22546025
2022-02-15,154.80285351907958,176.66843515668026,157.51697877331034,158.81393914236384,154.71679248614785,13691788
2022-02-16,168.39631276682363,176.38601998619592,146.1046162267131,154.45860280921943,159.81250339341744,29765686
2022-02-17,154.2212906659736,170.07936130363677,145.81023672395656,153.06232978362283,154.08530468576208,27247536
2022-02-18,154.8815218018365,173.38949090140665,155.53457261031426,172.8041683489831,172.39574885772632,12644198
2022-02-19,153.33989742841152,177.75423775420637,151.60364639451788,159.35848189158327,174.38787648895334,19725529
2022-02-20,162.46202473313494,173.0260604897866,153.83012846961714,170.53012193500822,159.222188445552,13723699
2022-02-21,166.6860184821037,179.1637193859166,152.72438327673567,151.71864848565696,153.74276426470175,25784362
2022-02-22,164.93937100759447,178.09799416995438,147.53940836863853,173.57241160667957,172.87168064995683,12766355
2022-02-23,155.10365434815395,178.45162700966523,145.95521347792462,156.5021226963043,161.3909446705263,25847088
2022-02-24,169.87139468997796,170.85316895486105,157.6516728151709,174.91333636576678,153.88917636525912,23351011
2022-02-25,163.61514542856273,175.32945202194662,151.8038355689046,156.08106366727156,171.75620923762258,24910663
2022-02-26,166.79534321350965,172.47117623760235,149.2604905120799,165.01139092800608,155.8652461420335,12679119
2022-02-27,166.0476248610666,179.95195260024687,151.73915389170455,171.75383553636578,173.22878312351935,27616385
2022-02-28,157.19605877770908,171.1286552143594,154.38804363975441,174.11648635621287,155.76139976089084,10373367
2022-03-01,164.5769456795926,175.16174924812555,152.54385083901914,173.91638161312196,164.7269121291119,23918869
2022-03-02,162.25598735645215,175.18688812764674,159.5991661026514,164.00693720792202,162.32901153939005,18544126
2022-03-03,158.6371692270486,174.51347861777592,158.58499737637882,160.41901825124106,164.92992679872015,14646335
2022-03-04,151.65952077876136,179.34560829290265,145.1742957081401,163.65120525891825,164.22010783301857,21397920
2022-03-05,157.26796288319494,177.01063206164346,146.62916014804466,151.11847398995437,161.58598691674575,29364246
2022-03-06,166.57289596502847,177.83656252505804,148.8607830074334,151.902033114976,164.6381673894506,26158374
2022-03-07,165.35679458845343,178.5739580568862,150.808960101306,157.12155592551025,155.83144736677414,18046595
2022-03-08,156.0590449777746,170.81630684459466,153.95028508753728,167.16142605563223,160.13897122178489,10410281
2022-03-09,162.51095061715753,173.8221547686278,148.76224256992523,160.33093726056697,162.7918677291077,18070157
2022-03-10,162.11055594244854,176.65973465546548,158.50419239334784,156.2358253403286,159.3631222725585,23665651
2022-03-11,154.5463548013929,172.17227778766306,151.5547954642212,170.87606568132807,173.3699327190461,18923283
2022-03-12,162.944244062511,178.95437816645972,157.29712371700472,166.98942055121205,169.77580474414808,21411847
2022-03-13,164.32329419865525,175.46556355403928,157.64130641300602,158.93120846947127,153.8862685866825,12881550
2022-03-14,166.35570011404138,176.31346645095155,150.6912213833748,163.27352751756055,173.63392589559328,27679778
2022-03-15,158.65831454004876,175.0984218808376,153.1898895827797,171.67259079338112,162.20173599300173,22812417
2022-03-16,159.98246081684783,179.30964919886435,150.15265117193545,166.66859056871283,167.0185517133673,19054310
2022-03-17,155.2204551471,174.55250183785233,147.52260147746253,156.69985555380748,157.05210155566377,17239089
2022-03-18,169.38692490364525,178.552196081829,158.97501778859407,151.25781548735762,169.9757848596129,20080890
2022-03-19,159.86602208622446,174.6639616245152,146.4316916389074,156.9235490067118,158.60075753844325,13269338
2022-03-20,153.07410530780405,175.30057226852577,147.38819495173172,155.49370462111816,167.10677650190092,29237371
2022-03-21,151.46694208180136,179.7986328059539,158.31275963153786,163.90938939885402,174.85117764907406,28808453
2022-03-22,169.83728379783847,170.32541339687768,150.7318535981046,151.7635230507745,171.70691305428835,26611114
2022-03-23,158.59302889107275,175.4924124412917,152.5948492504066,159.84722357493737,172.32193485703132,22658222
2022-03-24,159.8026420854862,176.23801679989964,151.7599513505341,154.55227250603664,167.9215642500367,29353163
2022-03-25,159.3180604430152,174.78811566465677,156.89379704042315,157.9586034733685,160.4920257825343,10309655
2022-03-26,165.3785039289043,179.4703602597541,156.84283462090465,171.56653038071022,158.54603087772688,29551958
2022-03-27,155.3236764601535,179.99012367292795,145.03727061733773,154.4938910605533,156.5362528709904,13396134
2022-03-28,167.70619325329838,176.12496034373225,147.79241164460956,161.35398974949527,159.1572066327094,16434336
2022-03-29,167.1727026111005,177.00118317167554,155.61732472642208,150.186034841279,173.6240584425996,19462476
2022-03-30,154.64121457680864,171.3873004958417,157.38977563738416,172.38074568081123,174.76216447502316,16869973
2022-03-31,168.32580817962463,176.73661583941455,159.26797613611743,172.1412933770547,165.06545305602992,10365484
2022-04-01,154.65479684224854,179.59725612739894,156.133910252083,168.50182521849393,154.1231407086148,27969569
2022-04-02,165.27721734187563,178.78341172371103,154.05906697441736,150.08741225408852,164.77846428832476,27896339
2022-04-03,160.13871368703042,170.35663189974838,158.01910172796096,154.4135099334473,159.3714817450877,13475070
2022-04-04,156.57577096747335,170.17333042846303,148.1833428920106,172.49646875145336,161.23322904535854,15829740
2022-04-05,154.9447020834147,175.0250997156811,151.64320702351162,153.72457010559472,164.08305178334214,15975255
2022-04-06,157.8098220692501,176.56972253447128,151.2095755461486,169.5360437558581,172.3016341208554,11409091
2022-04-07,157.63819307477195,170.0330398206478,148.57696774236345,172.0377428639792,154.75481692777393,28128094
